expense_id,employee_id,department,job_level,category,amount,currency,expense_date,day_of_week,weekend,submission_hour,travel_distance_km,city,country,receipt_uploaded,manager_approved,claim_delay_days,is_anomaly
EXP10778,EMP038,HR,Senior,MEAL,142.37,MAD,2026-03-03,TUESDAY,0,12,0,Tanger,Morocco,1,1,4,0
EXP10779,EMP105,Finance,Senior,MEAL,119.37,MAD,2026-03-16,MONDAY,0,8,0,Fès,Morocco,1,1,6,0
EXP10780,EMP065,HR,Junior,FUEL,268.95,MAD,2026-05-22,FRIDAY,0,17,82,Casablanca,Morocco,1,1,7,0
EXP10781,EMP084,Operations,Junior,TRAINING,287.75,MAD,2026-01-04,SUNDAY,1,9,0,Rabat,Morocco,1,1,7,0
EXP10782,EMP065,Operations,Junior,TRAVEL,9945.89,MAD,2026-06-22,MONDAY,0,23,5,Tanger,Morocco,0,0,49,1
EXP10783,EMP074,Operations,Manager,MEAL,138.65,MAD,2026-01-25,SUNDAY,1,18,0,Fès,Morocco,1,1,5,0
EXP10784,EMP022,IT,Junior,TRAVEL,336.21,MAD,2026-05-01,FRIDAY,0,18,83,Casablanca,Morocco,1,1,5,0
EXP10785,EMP106,HR,Director,FUEL,352.51,MAD,2026-03-06,FRIDAY,0,13,39,Rabat,Morocco,1,1,1,0
EXP10786,EMP014,Marketing,Manager,MEAL,110.0,MAD,2026-01-22,THURSDAY,0,9,0,Agadir,Morocco,1,1,1,0
EXP10787,EMP081,HR,Director,TRAVEL,452.7,MAD,2026-02-24,TUESDAY,0,17,124,Casablanca,Morocco,1,1,5,0
EXP10788,EMP036,Sales,Senior,HOTEL,806.61,MAD,2026-06-16,TUESDAY,0,17,155,Tanger,Morocco,1,1,2,0
EXP10789,EMP088,IT,Senior,OFFICE_SUPPLIES,280.93,MAD,2026-02-19,THURSDAY,0,15,0,Fès,Morocco,1,1,2,0
EXP10790,EMP044,Finance,Manager,FUEL,277.05,MAD,2026-02-09,MONDAY,0,14,202,Agadir,Morocco,1,1,7,0
EXP10791,EMP004,Operations,Manager,MEAL,229.5,MAD,2026-06-18,THURSDAY,0,9,0,Agadir,Morocco,1,1,2,0
EXP10792,EMP073,Operations,Junior,HOTEL,839.87,MAD,2026-04-08,WEDNESDAY,0,16,160,Fès,Morocco,1,1,6,0
EXP10793,EMP011,Marketing,Manager,TRAVEL,351.86,MAD,2026-02-14,SATURDAY,1,19,29,Rabat,Morocco,1,1,1,0
EXP10794,EMP129,Marketing,Junior,FUEL,319.7,MAD,2026-04-02,THURSDAY,0,16,298,Marrakech,Morocco,1,1,3,0
EXP10795,EMP045,IT,Manager,TRAVEL,381.17,MAD,2026-04-22,WEDNESDAY,0,19,32,Rabat,Morocco,1,1,2,0
EXP10796,EMP120,Sales,Junior,TRAVEL,423.93,MAD,2026-05-13,WEDNESDAY,0,12,236,Marrakech,Morocco,1,1,1,0
EXP10797,EMP079,Finance,Junior,TRAVEL,451.97,MAD,2026-01-16,FRIDAY,0,16,269,Agadir,Morocco,1,1,2,0
EXP10798,EMP037,HR,Senior,TRAVEL,432.13,MAD,2026-03-31,TUESDAY,0,10,128,Tanger,Morocco,1,1,3,0
EXP10799,EMP121,IT,Junior,TRAVEL,334.15,MAD,2026-01-21,WEDNESDAY,0,15,28,Marrakech,Morocco,1,1,5,0
EXP10800,EMP119,HR,Junior,FUEL,255.87,MAD,2026-05-20,WEDNESDAY,0,13,99,Marrakech,Morocco,1,1,3,0
EXP10801,EMP137,Sales,Senior,TRAVEL,409.94,MAD,2026-06-25,THURSDAY,0,14,189,Casablanca,Morocco,1,0,4,0
EXP10802,EMP014,Sales,Senior,MEAL,164.16,MAD,2026-03-16,MONDAY,0,13,0,Marrakech,Morocco,1,1,1,0
EXP10803,EMP058,Operations,Senior,HOTEL,752.84,MAD,2026-03-17,TUESDAY,0,14,142,Tanger,Morocco,1,1,1,0
EXP10804,EMP061,Sales,Manager,FUEL,248.28,MAD,2026-06-14,SUNDAY,1,9,247,Agadir,Morocco,1,1,7,0
EXP10805,EMP010,IT,Director,FUEL,259.31,MAD,2026-02-16,MONDAY,0,15,34,Fès,Morocco,1,1,4,0
EXP10806,EMP027,IT,Senior,OFFICE_SUPPLIES,305.47,MAD,2026-03-17,TUESDAY,0,11,0,Fès,Morocco,1,1,3,0
EXP10807,EMP074,IT,Director,TRAINING,222.69,MAD,2026-03-20,FRIDAY,0,15,0,Rabat,Morocco,1,1,4,0
EXP10808,EMP139,IT,Manager,FUEL,327.81,MAD,2026-02-04,WEDNESDAY,0,18,254,Marrakech,Morocco,1,1,7,0
EXP10809,EMP093,Sales,Director,FUEL,345.09,MAD,2026-03-27,FRIDAY,0,12,189,Casablanca,Morocco,1,1,4,0
EXP10810,EMP045,Finance,Senior,OTHER,221.31,MAD,2026-02-10,TUESDAY,0,10,0,Casablanca,Morocco,0,1,7,0
EXP10811,EMP045,IT,Senior,TRAVEL,395.43,MAD,2026-02-08,SUNDAY,1,10,19,Tanger,Morocco,1,1,3,0
EXP10812,EMP126,IT,Manager,MEAL,177.94,MAD,2026-03-14,SATURDAY,1,18,0,Casablanca,Morocco,1,1,1,0
EXP10813,EMP058,IT,Manager,TRAVEL,333.84,MAD,2026-03-18,WEDNESDAY,0,18,41,Marrakech,Morocco,1,1,7,0
EXP10814,EMP011,Marketing,Senior,FUEL,287.71,MAD,2026-02-18,WEDNESDAY,0,9,193,Casablanca,Morocco,1,1,5,0
EXP10815,EMP105,HR,Manager,CLIENT_MEETING,299.76,MAD,2026-02-11,WEDNESDAY,0,11,0,Rabat,Morocco,1,1,4,0
EXP10816,EMP033,Sales,Director,MEAL,163.12,MAD,2026-06-11,THURSDAY,0,9,0,Casablanca,Morocco,1,1,6,0
EXP10817,EMP149,Marketing,Senior,TRAVEL,413.58,MAD,2026-01-13,TUESDAY,0,11,186,Casablanca,Morocco,1,0,1,0
EXP10818,EMP011,IT,Manager,MEAL,187.65,MAD,2026-03-07,SATURDAY,1,8,0,Fès,Morocco,1,0,3,0
EXP10819,EMP150,IT,Manager,OFFICE_SUPPLIES,226.43,MAD,2026-02-26,THURSDAY,0,16,0,Casablanca,Morocco,1,1,4,0
EXP10820,EMP027,Finance,Senior,TRAVEL,358.0,MAD,2026-02-04,WEDNESDAY,0,19,247,Casablanca,Morocco,0,1,7,0
EXP10821,EMP121,Marketing,Junior,TRAVEL,410.77,MAD,2026-02-03,TUESDAY,0,11,52,Rabat,Morocco,1,1,5,0
EXP10822,EMP094,Marketing,Director,OTHER,229.26,MAD,2026-04-03,FRIDAY,0,14,0,Rabat,Morocco,1,1,2,0
EXP10823,EMP109,Marketing,Senior,MEAL,126.81,MAD,2026-06-25,THURSDAY,0,9,0,Agadir,Morocco,1,1,2,0
EXP10824,EMP073,Finance,Junior,FUEL,256.87,MAD,2026-03-27,FRIDAY,0,14,299,Fès,Morocco,1,1,4,0
EXP10825,EMP043,Sales,Director,FUEL,319.31,MAD,2026-06-02,TUESDAY,0,12,224,Tanger,Morocco,1,1,5,0
EXP10826,EMP068,Sales,Senior,MEAL,141.02,MAD,2026-01-07,WEDNESDAY,0,9,0,Tanger,Morocco,1,1,2,0
EXP10827,EMP037,Marketing,Senior,MEAL,107.66,MAD,2026-01-04,SUNDAY,1,12,0,Casablanca,Morocco,1,0,6,0
EXP10828,EMP024,Sales,Junior,MEAL,190.36,MAD,2026-02-09,MONDAY,0,16,0,Fès,Morocco,1,1,3,0
EXP10829,EMP017,Sales,Junior,FUEL,285.24,MAD,2026-06-23,TUESDAY,0,10,189,Fès,Morocco,1,1,2,0
EXP10830,EMP149,Operations,Director,TRAVEL,420.33,MAD,2026-06-30,TUESDAY,0,17,13,Agadir,Morocco,1,1,2,0
EXP10831,EMP141,Finance,Junior,TRAVEL,466.51,MAD,2026-06-15,MONDAY,0,8,202,Casablanca,Morocco,1,1,2,0
EXP10832,EMP105,Sales,Junior,FUEL,339.6,MAD,2026-05-04,MONDAY,0,14,88,Marrakech,Morocco,1,1,7,0
EXP10833,EMP131,Finance,Director,HOTEL,911.01,MAD,2026-04-09,THURSDAY,0,9,145,Marrakech,Morocco,1,1,3,0
EXP10834,EMP064,IT,Senior,FUEL,338.7,MAD,2026-04-08,WEDNESDAY,0,19,276,Rabat,Morocco,1,1,2,0
EXP10835,EMP098,Finance,Junior,MEAL,137.89,MAD,2026-05-19,TUESDAY,0,10,0,Agadir,Morocco,1,1,3,0
EXP10836,EMP142,Sales,Junior,TRAINING,216.5,MAD,2026-02-19,THURSDAY,0,15,0,Fès,Morocco,1,1,2,0
EXP10837,EMP043,IT,Junior,HOTEL,835.91,MAD,2026-01-30,FRIDAY,0,13,179,Fès,Morocco,1,1,3,0
EXP10838,EMP103,HR,Manager,TRAVEL,388.67,MAD,2026-04-17,FRIDAY,0,8,122,Marrakech,Morocco,1,1,3,0
EXP10839,EMP043,Sales,Director,FUEL,351.65,MAD,2026-05-16,SATURDAY,1,19,201,Rabat,Morocco,1,1,3,0
EXP10840,EMP072,HR,Manager,TRAVEL,380.2,MAD,2026-03-05,THURSDAY,0,16,39,Tanger,Morocco,1,1,1,0
EXP10841,EMP001,Marketing,Junior,HOTEL,798.63,MAD,2026-03-12,THURSDAY,0,19,185,Marrakech,Morocco,1,1,1,0
EXP10842,EMP092,HR,Senior,FUEL,2320.87,MAD,2026-06-20,SATURDAY,1,23,0,Agadir,Morocco,0,0,59,1
EXP10843,EMP034,Sales,Manager,HOTEL,843.22,MAD,2026-02-24,TUESDAY,0,9,166,Rabat,Morocco,1,1,2,0
EXP10844,EMP017,Finance,Junior,MEAL,134.28,MAD,2026-06-01,MONDAY,0,15,0,Casablanca,Morocco,1,1,4,0
EXP10845,EMP140,HR,Manager,HOTEL,955.93,MAD,2026-04-30,THURSDAY,0,17,159,Agadir,Morocco,1,1,1,0
EXP10846,EMP083,Finance,Senior,FUEL,326.79,MAD,2026-04-03,FRIDAY,0,15,183,Casablanca,Morocco,1,1,5,0
EXP10847,EMP040,Operations,Director,OTHER,201.18,MAD,2026-05-04,MONDAY,0,16,0,Fès,Morocco,1,1,1,0
EXP10848,EMP130,HR,Senior,MEAL,117.71,MAD,2026-05-06,WEDNESDAY,0,18,0,Agadir,Morocco,1,1,5,0
EXP10849,EMP087,Operations,Senior,HOTEL,6468.71,MAD,2026-02-21,SATURDAY,1,23,3,Tanger,Morocco,0,0,49,1
EXP10850,EMP091,IT,Junior,HOTEL,879.85,MAD,2026-05-17,SUNDAY,1,9,179,Rabat,Morocco,0,1,5,0
EXP10851,EMP139,Sales,Junior,FUEL,261.58,MAD,2026-06-08,MONDAY,0,17,27,Fès,Morocco,1,1,3,0
EXP10852,EMP077,Sales,Junior,MEAL,185.72,MAD,2026-02-07,SATURDAY,1,15,0,Fès,Morocco,1,1,4,0
EXP10853,EMP050,IT,Junior,HOTEL,840.46,MAD,2026-05-14,THURSDAY,0,16,222,Fès,Morocco,1,1,7,0
EXP10854,EMP012,IT,Senior,TRAVEL,366.32,MAD,2026-01-22,THURSDAY,0,19,85,Tanger,Morocco,1,1,1,0
EXP10855,EMP088,Operations,Manager,MEAL,117.68,MAD,2026-04-20,MONDAY,0,11,0,Marrakech,Morocco,1,1,2,0
EXP10856,EMP065,Marketing,Manager,OFFICE_SUPPLIES,239.98,MAD,2026-03-08,SUNDAY,1,11,0,Fès,Morocco,1,1,5,0
EXP10857,EMP140,Operations,Manager,MEAL,130.07,MAD,2026-06-01,MONDAY,0,10,0,Fès,Morocco,1,1,2,0
EXP10858,EMP014,Finance,Junior,FUEL,298.63,MAD,2026-02-14,SATURDAY,1,15,140,Tanger,Morocco,1,1,3,0
EXP10859,EMP051,Marketing,Director,HOTEL,846.71,MAD,2026-05-14,THURSDAY,0,11,237,Fès,Morocco,1,0,5,0
EXP10860,EMP147,Sales,Senior,TRAVEL,360.66,MAD,2026-04-17,FRIDAY,0,15,50,Casablanca,Morocco,1,1,2,0
EXP10861,EMP122,IT,Senior,FUEL,261.9,MAD,2026-01-15,THURSDAY,0,15,190,Tanger,Morocco,0,1,7,0
EXP10862,EMP134,IT,Director,OTHER,236.86,MAD,2026-01-11,SUNDAY,1,15,0,Agadir,Morocco,1,1,2,0
EXP10863,EMP079,Operations,Junior,MEAL,145.67,MAD,2026-02-11,WEDNESDAY,0,19,0,Casablanca,Morocco,1,1,1,0
EXP10864,EMP014,IT,Senior,FUEL,358.36,MAD,2026-06-16,TUESDAY,0,17,83,Agadir,Morocco,1,1,3,0
EXP10865,EMP053,HR,Director,FUEL,310.78,MAD,2026-01-17,SATURDAY,1,13,194,Casablanca,Morocco,1,1,3,0
EXP10866,EMP091,Operations,Senior,CLIENT_MEETING,259.26,MAD,2026-01-31,SATURDAY,1,11,0,Tanger,Morocco,1,1,5,0
EXP10867,EMP112,Marketing,Senior,TRAVEL,412.39,MAD,2026-03-08,SUNDAY,1,14,280,Tanger,Morocco,1,1,2,0
EXP10868,EMP044,HR,Director,TRAVEL,446.49,MAD,2026-03-31,TUESDAY,0,15,47,Casablanca,Morocco,1,1,4,0
EXP10869,EMP126,Sales,Manager,HOTEL,1007.69,MAD,2026-03-05,THURSDAY,0,13,49,Marrakech,Morocco,1,1,3,0
EXP10870,EMP052,IT,Junior,MEAL,127.16,MAD,2026-02-19,THURSDAY,0,15,0,Agadir,Morocco,1,1,1,0
EXP10871,EMP127,Finance,Manager,HOTEL,931.91,MAD,2026-03-31,TUESDAY,0,14,23,Marrakech,Morocco,1,1,1,0
EXP10872,EMP138,Sales,Senior,MEAL,93.71,MAD,2026-06-09,TUESDAY,0,12,0,Casablanca,Morocco,1,1,3,0
EXP10873,EMP046,Finance,Junior,TRAINING,237.26,MAD,2026-05-17,SUNDAY,1,14,0,Casablanca,Morocco,1,1,7,0
EXP10874,EMP150,Operations,Manager,TRAVEL,356.91,MAD,2026-05-21,THURSDAY,0,8,128,Fès,Morocco,1,1,4,0
EXP10875,EMP103,Sales,Manager,OTHER,276.54,MAD,2026-05-24,SUNDAY,1,8,0,Fès,Morocco,1,1,6,0
EXP10876,EMP111,Sales,Director,HOTEL,888.33,MAD,2026-01-22,THURSDAY,0,13,125,Tanger,Morocco,0,1,5,0
EXP10877,EMP145,IT,Manager,MEAL,98.7,MAD,2026-02-25,WEDNESDAY,0,19,0,Tanger,Morocco,1,1,6,0
EXP10878,EMP125,Sales,Junior,OFFICE_SUPPLIES,293.83,MAD,2026-04-19,SUNDAY,1,16,0,Fès,Morocco,1,1,4,0
EXP10879,EMP066,Operations,Senior,MEAL,163.38,MAD,2026-06-11,THURSDAY,0,14,0,Fès,Morocco,1,1,7,0
EXP10880,EMP084,Sales,Manager,TRAVEL,432.93,MAD,2026-02-19,THURSDAY,0,15,128,Fès,Morocco,0,1,6,0
EXP10881,EMP056,Sales,Manager,MEAL,3706.5,MAD,2026-01-15,THURSDAY,0,23,0,Marrakech,Morocco,0,0,48,1
EXP10882,EMP054,HR,Junior,TRAVEL,450.44,MAD,2026-04-15,WEDNESDAY,0,16,272,Tanger,Morocco,1,1,2,0
EXP10883,EMP050,Finance,Director,MEAL,86.83,MAD,2026-05-08,FRIDAY,0,15,0,Fès,Morocco,1,1,4,0
EXP10884,EMP117,IT,Senior,TRAVEL,446.07,MAD,2026-06-30,TUESDAY,0,14,231,Rabat,Morocco,1,1,6,0
EXP10885,EMP106,Finance,Director,MEAL,3344.71,MAD,2026-06-17,WEDNESDAY,0,3,0,Rabat,Morocco,0,0,36,1
EXP10886,EMP043,Marketing,Junior,TRAVEL,322.45,MAD,2026-06-23,TUESDAY,0,14,254,Tanger,Morocco,1,1,7,0
EXP10887,EMP019,Marketing,Manager,MEAL,104.58,MAD,2026-04-21,TUESDAY,0,16,0,Marrakech,Morocco,1,1,7,0
EXP10888,EMP026,Operations,Junior,HOTEL,836.39,MAD,2026-04-25,SATURDAY,1,12,135,Casablanca,Morocco,1,1,4,0
EXP10889,EMP016,Marketing,Senior,MEAL,227.87,MAD,2026-02-14,SATURDAY,1,9,0,Marrakech,Morocco,0,1,2,0
EXP10890,EMP137,Finance,Junior,CLIENT_MEETING,248.03,MAD,2026-04-02,THURSDAY,0,8,0,Agadir,Morocco,1,1,4,0
EXP10891,EMP042,Sales,Director,HOTEL,863.7,MAD,2026-04-22,WEDNESDAY,0,19,50,Fès,Morocco,1,1,2,0
EXP10892,EMP077,Sales,Senior,TRAVEL,378.35,MAD,2026-02-15,SUNDAY,1,14,47,Agadir,Morocco,1,1,2,0
EXP10893,EMP095,HR,Junior,TRAVEL,390.88,MAD,2026-04-10,FRIDAY,0,18,132,Tanger,Morocco,1,0,1,0
EXP10894,EMP100,HR,Senior,OFFICE_SUPPLIES,251.92,MAD,2026-05-02,SATURDAY,1,10,0,Casablanca,Morocco,1,1,5,0
EXP10895,EMP024,Finance,Manager,TRAINING,238.73,MAD,2026-05-12,TUESDAY,0,11,0,Casablanca,Morocco,1,1,3,0
EXP10896,EMP090,Finance,Manager,MEAL,172.12,MAD,2026-04-10,FRIDAY,0,13,0,Casablanca,Morocco,1,1,5,0
EXP10897,EMP069,Operations,Junior,MEAL,124.27,MAD,2026-01-23,FRIDAY,0,12,0,Fès,Morocco,1,1,1,0
EXP10898,EMP006,HR,Junior,MEAL,93.95,MAD,2026-05-27,WEDNESDAY,0,8,0,Casablanca,Morocco,1,1,5,0
EXP10899,EMP119,Finance,Senior,TRAINING,186.38,MAD,2026-03-16,MONDAY,0,12,0,Marrakech,Morocco,1,1,7,0
EXP10900,EMP101,HR,Director,HOTEL,884.84,MAD,2026-02-25,WEDNESDAY,0,19,240,Fès,Morocco,1,0,7,0
EXP10901,EMP058,Finance,Senior,OTHER,154.72,MAD,2026-06-15,MONDAY,0,17,0,Casablanca,Morocco,1,1,7,0
EXP10902,EMP128,Sales,Junior,MEAL,140.2,MAD,2026-05-18,MONDAY,0,8,0,Casablanca,Morocco,1,1,4,0
EXP10903,EMP080,Sales,Senior,MEAL,105.92,MAD,2026-03-03,TUESDAY,0,18,0,Rabat,Morocco,1,1,6,0
EXP10904,EMP139,Marketing,Director,FUEL,323.68,MAD,2026-04-20,MONDAY,0,11,300,Casablanca,Morocco,1,1,2,0
EXP10905,EMP085,HR,Director,TRAVEL,399.23,MAD,2026-05-03,SUNDAY,1,14,257,Tanger,Morocco,1,1,2,0
EXP10906,EMP079,Sales,Manager,TRAVEL,400.23,MAD,2026-05-27,WEDNESDAY,0,9,145,Fès,Morocco,1,1,3,0
EXP10907,EMP088,Operations,Senior,TRAVEL,403.6,MAD,2026-03-30,MONDAY,0,18,299,Rabat,Morocco,1,1,5,0
EXP10908,EMP143,Sales,Manager,TRAVEL,402.25,MAD,2026-05-23,SATURDAY,1,15,205,Casablanca,Morocco,1,1,3,0
EXP10909,EMP150,Sales,Director,TRAVEL,343.85,MAD,2026-03-09,MONDAY,0,9,181,Tanger,Morocco,1,1,2,0
EXP10910,EMP041,Marketing,Junior,MEAL,2184.0,MAD,2026-04-05,SUNDAY,1,23,0,Marrakech,Morocco,0,0,57,1
EXP10911,EMP129,HR,Manager,MEAL,153.63,MAD,2026-01-05,MONDAY,0,15,0,Tanger,Morocco,1,1,4,0
EXP10912,EMP149,HR,Manager,MEAL,71.17,MAD,2026-05-27,WEDNESDAY,0,8,0,Rabat,Morocco,1,1,5,0
EXP10913,EMP118,Sales,Director,MEAL,152.48,MAD,2026-06-08,MONDAY,0,13,0,Agadir,Morocco,1,1,4,0
EXP10914,EMP140,IT,Manager,MEAL,175.93,MAD,2026-06-03,WEDNESDAY,0,18,0,Casablanca,Morocco,1,1,7,0
EXP10915,EMP090,Marketing,Manager,FUEL,301.65,MAD,2026-06-22,MONDAY,0,19,127,Fès,Morocco,1,0,2,0
EXP10916,EMP032,IT,Junior,FUEL,296.98,MAD,2026-06-11,THURSDAY,0,18,283,Fès,Morocco,1,1,3,0
EXP10917,EMP093,Finance,Senior,FUEL,283.57,MAD,2026-06-17,WEDNESDAY,0,13,288,Agadir,Morocco,1,1,6,0
EXP10918,EMP061,HR,Manager,FUEL,309.26,MAD,2026-04-10,FRIDAY,0,16,179,Fès,Morocco,1,1,6,0
EXP10919,EMP117,Marketing,Senior,MEAL,168.4,MAD,2026-03-19,THURSDAY,0,19,0,Rabat,Morocco,1,1,4,0
EXP10920,EMP070,Sales,Manager,HOTEL,843.33,MAD,2026-04-13,MONDAY,0,16,35,Rabat,Morocco,1,1,1,0
EXP10921,EMP117,Finance,Manager,OTHER,3033.24,MAD,2026-02-13,FRIDAY,0,23,0,Fès,Morocco,0,0,39,1
EXP10922,EMP097,Operations,Junior,MEAL,120.97,MAD,2026-05-13,WEDNESDAY,0,12,0,Fès,Morocco,1,0,1,0
EXP10923,EMP149,Marketing,Senior,HOTEL,848.51,MAD,2026-02-07,SATURDAY,1,19,94,Casablanca,Morocco,1,1,4,0
EXP10924,EMP048,Marketing,Senior,MEAL,128.02,MAD,2026-03-20,FRIDAY,0,13,0,Fès,Morocco,1,1,3,0
EXP10925,EMP085,Sales,Junior,FUEL,270.42,MAD,2026-04-02,THURSDAY,0,9,195,Casablanca,Morocco,1,1,7,0
EXP10926,EMP079,Finance,Director,MEAL,146.13,MAD,2026-02-18,WEDNESDAY,0,16,0,Fès,Morocco,1,1,1,0
EXP10927,EMP099,Sales,Manager,OTHER,232.86,MAD,2026-04-02,THURSDAY,0,9,0,Rabat,Morocco,1,1,4,0
EXP10928,EMP050,Marketing,Junior,MEAL,160.46,MAD,2026-02-26,THURSDAY,0,8,0,Marrakech,Morocco,1,1,4,0
EXP10929,EMP015,IT,Senior,TRAVEL,383.42,MAD,2026-04-16,THURSDAY,0,15,242,Fès,Morocco,1,1,5,0
EXP10930,EMP015,IT,Junior,FUEL,292.52,MAD,2026-03-14,SATURDAY,1,19,143,Rabat,Morocco,1,1,5,0
EXP10931,EMP086,Marketing,Junior,MEAL,93.81,MAD,2026-06-07,SUNDAY,1,8,0,Fès,Morocco,1,1,3,0
EXP10932,EMP091,Operations,Senior,TRAVEL,429.85,MAD,2026-05-15,FRIDAY,0,16,242,Fès,Morocco,1,1,6,0
EXP10933,EMP131,Operations,Junior,HOTEL,8847.02,MAD,2026-02-26,THURSDAY,0,3,4,Tanger,Morocco,0,0,35,1
EXP10934,EMP028,IT,Senior,CLIENT_MEETING,280.66,MAD,2026-01-21,WEDNESDAY,0,10,0,Fès,Morocco,1,1,7,0
EXP10935,EMP055,Sales,Manager,MEAL,174.19,MAD,2026-06-28,SUNDAY,1,19,0,Marrakech,Morocco,1,1,6,0
EXP10936,EMP061,HR,Senior,HOTEL,794.81,MAD,2026-06-16,TUESDAY,0,12,150,Marrakech,Morocco,1,1,5,0
EXP10937,EMP142,Marketing,Director,MEAL,86.17,MAD,2026-01-16,FRIDAY,0,19,0,Agadir,Morocco,1,1,4,0
EXP10938,EMP065,HR,Manager,FUEL,354.79,MAD,2026-06-30,TUESDAY,0,14,60,Marrakech,Morocco,1,0,7,0
EXP10939,EMP136,Marketing,Junior,OFFICE_SUPPLIES,302.8,MAD,2026-01-13,TUESDAY,0,12,0,Tanger,Morocco,1,1,4,0
EXP10940,EMP136,Marketing,Junior,MEAL,178.93,MAD,2026-04-12,SUNDAY,1,14,0,Tanger,Morocco,1,1,3,0
EXP10941,EMP026,IT,Manager,TRAVEL,372.75,MAD,2026-02-28,SATURDAY,1,15,115,Fès,Morocco,1,1,7,0
EXP10942,EMP023,Operations,Manager,HOTEL,823.91,MAD,2026-01-28,WEDNESDAY,0,14,290,Tanger,Morocco,1,1,5,0
EXP10943,EMP085,Marketing,Director,CLIENT_MEETING,187.38,MAD,2026-05-01,FRIDAY,0,12,0,Fès,Morocco,1,1,4,0
EXP10944,EMP111,HR,Director,HOTEL,884.61,MAD,2026-01-24,SATURDAY,1,16,251,Casablanca,Morocco,1,1,1,0
EXP10945,EMP032,Sales,Junior,HOTEL,804.8,MAD,2026-02-09,MONDAY,0,12,171,Fès,Morocco,1,1,4,0
EXP10946,EMP010,IT,Manager,HOTEL,862.86,MAD,2026-06-06,SATURDAY,1,15,218,Fès,Morocco,1,1,6,0
EXP10947,EMP017,HR,Junior,TRAVEL,401.22,MAD,2026-02-23,MONDAY,0,11,150,Fès,Morocco,1,1,2,0
EXP10948,EMP066,Operations,Director,OTHER,235.19,MAD,2026-03-05,THURSDAY,0,15,0,Marrakech,Morocco,1,1,6,0
EXP10949,EMP006,IT,Junior,TRAVEL,377.83,MAD,2026-04-22,WEDNESDAY,0,15,121,Rabat,Morocco,1,1,6,0
EXP10950,EMP122,Operations,Director,MEAL,163.36,MAD,2026-01-09,FRIDAY,0,14,0,Casablanca,Morocco,1,1,7,0
EXP10951,EMP031,Finance,Director,HOTEL,905.87,MAD,2026-02-09,MONDAY,0,16,25,Casablanca,Morocco,1,1,3,0
EXP10952,EMP074,HR,Director,HOTEL,868.84,MAD,2026-05-05,TUESDAY,0,10,263,Marrakech,Morocco,1,1,2,0
EXP10953,EMP135,Marketing,Senior,HOTEL,846.02,MAD,2026-02-27,FRIDAY,0,12,270,Marrakech,Morocco,1,1,4,0
EXP10954,EMP104,Sales,Manager,MEAL,184.28,MAD,2026-03-06,FRIDAY,0,18,0,Agadir,Morocco,1,1,2,0
EXP10955,EMP008,Marketing,Senior,MEAL,212.9,MAD,2026-01-14,WEDNESDAY,0,8,0,Agadir,Morocco,0,1,5,0
EXP10956,EMP080,Finance,Senior,MEAL,120.44,MAD,2026-06-16,TUESDAY,0,14,0,Rabat,Morocco,1,1,6,0
EXP10957,EMP052,Operations,Senior,MEAL,157.86,MAD,2026-06-29,MONDAY,0,10,0,Agadir,Morocco,1,1,6,0
EXP10958,EMP067,Operations,Manager,MEAL,113.69,MAD,2026-06-18,THURSDAY,0,11,0,Marrakech,Morocco,1,0,7,0
EXP10959,EMP015,Operations,Director,MEAL,207.89,MAD,2026-03-30,MONDAY,0,8,0,Fès,Morocco,1,1,2,0
EXP10960,EMP001,IT,Director,TRAVEL,420.55,MAD,2026-06-11,THURSDAY,0,11,26,Tanger,Morocco,0,1,7,0
EXP10961,EMP074,HR,Director,HOTEL,851.39,MAD,2026-06-18,THURSDAY,0,18,221,Rabat,Morocco,1,1,7,0
EXP10962,EMP086,Finance,Manager,MEAL,134.7,MAD,2026-01-04,SUNDAY,1,18,0,Rabat,Morocco,1,1,5,0
EXP10963,EMP027,Operations,Senior,TRAINING,269.69,MAD,2026-01-12,MONDAY,0,18,0,Fès,Morocco,1,1,5,0
EXP10964,EMP104,HR,Junior,HOTEL,5706.8,MAD,2026-05-14,THURSDAY,0,23,4,Casablanca,Morocco,0,0,36,1
EXP10965,EMP147,Operations,Senior,TRAVEL,496.26,MAD,2026-04-11,SATURDAY,1,14,71,Fès,Morocco,1,1,4,0
EXP10966,EMP143,Finance,Junior,TRAVEL,423.82,MAD,2026-05-19,TUESDAY,0,9,183,Fès,Morocco,1,1,4,0
EXP10967,EMP006,Operations,Junior,HOTEL,857.45,MAD,2026-01-13,TUESDAY,0,16,167,Casablanca,Morocco,1,1,3,0
EXP10968,EMP150,Marketing,Junior,TRAINING,252.34,MAD,2026-04-25,SATURDAY,1,14,0,Tanger,Morocco,1,1,1,0
EXP10969,EMP131,HR,Senior,TRAVEL,445.16,MAD,2026-04-28,TUESDAY,0,16,0,Marrakech,Morocco,1,1,7,0
EXP10970,EMP110,HR,Director,HOTEL,817.34,MAD,2026-05-25,MONDAY,0,12,210,Agadir,Morocco,1,1,5,0
EXP10971,EMP038,HR,Manager,TRAVEL,395.78,MAD,2026-03-15,SUNDAY,1,11,141,Marrakech,Morocco,1,1,5,0
EXP10972,EMP040,IT,Director,OTHER,253.94,MAD,2026-05-27,WEDNESDAY,0,13,0,Fès,Morocco,1,1,5,0
